17.9515552521,17.7352714539,17.7543125153,18.1522102356,18.1172065735,17.9263267517,17.9618835449,18.1963748932,17.99360466
17.893283844,18.2673377991,17.9500007629,17.9813518524,18.2421073914,17.8524856567,17.8742904663,18.2452068329,17.7755126953
18.0849761963,18.0681362152,17.9829139709,18.0403518677,18.0839500427,17.9578857422,17.9405765533,18.2470188141,18.0735797882
18.1008262634,18.1440620422,17.6931362152,18.089717865,17.9769268036,17.8948764801,17.9029102325,18.3278808594,17.8569850922
17.9120311737,17.8877925873,17.7619400024,18.0409393311,17.9635696411,18.0017471313,17.8926887512,18.0717010498,17.9218025208
18.0141887665,17.9760246277,17.7330932617,18.1665630341,18.0749702454,17.8786277771,17.8376369476,18.2487373352,17.9718360901
18.0776634216,18.1186637878,17.7935218811,18.0549316406,17.9011325836,17.9271507263,17.8577690125,18.3556423187,17.9865570068
17.8529014587,17.8483734131,17.5506916046,17.7831459045,18.0168304443,17.8119659424,17.7482070923,18.0679893494,17.6771755219
17.8191242218,17.9367008209,17.685136795,18.1740207672,18.1646137238,17.7944107056,17.8295822144,18.0882816315,18.0320739746
18.0319061279,17.9709739685,17.7152919769,18.0915603638,18.1295089722,17.5976524353,18.0581626892,18.1105556488,17.9561920166
17.8705062866,17.8764438629,17.7606887817,18.2392978668,17.929857254,17.8597698212,17.858165741,18.384552002,17.8554039001
17.8355522156,17.8556022644,17.690366745,17.8730659485,18.0322589874,17.8069858551,18.0100574493,18.1947479248,17.9279136658
17.8235454559,17.8333053589,17.5388870239,18.0417823792,17.7788887024,17.7206859589,17.735244751,18.123003006,17.7776184082
17.7657165527,17.954996109,17.7025947571,17.9779472351,18.070098877,17.935716629,17.8615856171,18.1027584076,17.8640346527
17.7769107819,17.80534935,17.5873985291,17.8990058899,17.9701862335,17.7816925049,17.6844387054,18.1354980469,17.887638092
17.8723087311,17.8370132446,17.6246337891,17.8142032623,17.8469238281,17.8645305634,17.7762775421,18.0858478546,17.8625335693
17.951839447,18.0369606018,17.7737503052,17.856262207,17.8293094635,17.8357868195,17.9165382385,18.1578025818,17.8154659271
18.0231819153,18.3240318298,17.8084716797,18.1725273132,18.0351409912,17.7354679108,17.9345169067,17.9908638,17.8619155884
18.0668411255,17.9067306519,17.7557430267,17.9386863708,18.0910053253,17.7712211609,17.8457565308,18.042509079,17.9386367798
17.7611045837,18.085773468,17.8403835297,17.7485466003,18.0718040466,17.6535949707,17.7809066772,18.0968132019,17.8323860168
17.7182998657,17.8893623352,17.6761646271,17.7998199463,17.9434261322,17.7012996674,17.7852325439,18.151058197,17.7574443817
17.7398300171,17.9365062714,17.6137561798,17.9104061127,17.8790874481,17.6221752167,17.935218811,18.27592659,17.8232460022
18.0797271729,17.974489212,17.6104602814,17.707365036,17.8009643555,17.7663612366,17.7817173004,18.0741558075,17.9167747498
17.8414497375,17.9622554779,17.7297096252,17.7198257446,17.9444580078,17.5825042725,17.6403160095,18.16755867,17.9157447815
17.5857849121,17.7258014679,17.5661773682,17.7730522156,17.8218765259,17.6500740051,17.5656814575,18.1801185608,17.8043022156
17.5703144073,17.7545490265,17.6142234802,17.9724769592,17.8044929504,17.5477905273,17.6333007812,17.9953079224,17.8801059723
17.7368850708,17.7686958313,17.4167861938,17.7466926575,17.8148994446,17.7276535034,17.7408027649,17.891702652,17.758146286
17.7844924927,17.7379245758,17.7665328979,17.9193668365,17.8248138428,17.6263465881,17.7224311829,17.9978408813,17.6614608765
17.733171463,17.9496612549,17.923784256,17.8606204987,18.1064491272,17.6193275452,17.7513084412,18.056810379,17.8226737976
18.0215110779,17.9351558685,17.7649612427,17.9063034058,18.0185852051,17.9077033997,17.711233139,18.1429309845,17.9089374542
17.57371521,17.8452148438,17.6095733643,17.8926849365,17.9964027405,17.8444538116,17.8437480927,18.0582103729,17.9130725861
17.8789787292,17.8880081177,17.7933235168,17.8048591614,17.8532409668,17.823551178,17.6757297516,18.015920639,17.7836780548
17.7080516815,17.843547821,17.5807037354,17.9343223572,17.9272689819,17.8113269806,17.8085422516,18.0377635956,17.826385498
